FID,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,POP_SOURCE,geometry,CITY_NAME,POP_updated,POP_updated_year,capital,index__water,Name1__waterbody,Name2__waterbody,Name3__waterbody,TYPE__waterbody,ISO_CC__waterbody,SHAPE_Length__waterbody,SHAPE_Area__waterbody,distance_water,index__sea,Name1__sea,Name2__sea,Name3__sea,TYPE__sea,ISO_CC__sea,SHAPE_Length__sea,SHAPE_Area__sea,distance_sea,POP_rank_updated,city_type
232,MEX-DRN,Durango,MX,Mexico,Provincial capital,0,0, , ,POINT (-11651031.59555811 2756942.409757762),Durango,616068,2020,0,1313199,,,,Inland perennial,MX,0.03011066412641376,3.698915846160635e-05,9.737469205442093,2571980,Pacific Ocean,,,Ocean or Sea,,0.9705276538588731,0.04137122778505586,207.88865931661903,3,inland
233,MEX-SIN,Sinaloa,MX,Mexico,Other,533733,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-11829922.46647389 2675795.729792401),Mazatlan,441975,2020,0,1313119,,,,Inland perennial,MX,0.046161988358839876,6.951301828723136e-05,6.977852022876831,2622587,Pacific Ocean,,,Ocean or Sea,,0.16722839519367896,0.00034012941344634703,21.407986068884526,4,inland
234,MEX-ZCT,Zacatecas,MX,Mexico,Provincial capital,399055,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (-11416370.34608775 2603502.901225869),Zacatecas,138444,2020,0,1313012,,,,Inland perennial,MX,0.017739604065279788,1.4660652664999586e-05,16.752743577024805,2572277,Pacific Ocean,,,Ocean or Sea,,1.1401068882845948,0.03145335112592715,331.4447511066097,5,inland
235,USA-TEX,Texas,US,United States,Other,1343573,2,"1,000,000 to 4,999,999",US_Census_2019,POINT (-10760552.70501417 3863984.371294493),Dallas,1302868,2023,0,2050236,,,,Inland perennial,US,0.02017454561420315,2.858141787052375e-05,7.448926359784947,2803027,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,1.0550108364151187,0.01310644278739021,438.2874185282779,2,inland
236,USA-TEX,Texas,US,United States,Provincial capital,978908,3,"500,000 to 999,999",US_Census_2019,POINT (-10879587.53558836 3539591.730014793),Austin,1809888,2020,0,2047967,,,,Inland perennial,US,0.07547420649791879,7.720824912611371e-05,2.7683949125210248,2608692,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.4035648367915799,0.0049513505233519705,231.92514055855477,2,inland
237,USA-TEX,Texas,US,United States,Other,1547253,2,"1,000,000 to 4,999,999",US_Census_2019,POINT (-10967705.48604097 3430479.720063603),San Antonio,27831,2019,0,2046606,,,,Inland perennial,US,0.01630032556198871,1.3862348344325809e-05,2.5957051019261863,2601269,Mission Bay,Gulf of Mexico,Atlantic Ocean,Ocean or Sea,,0.1438891682009933,0.0013199826589813714,219.7417128714843,7,inland
238,MEX-NLE,Nuevo Leon,MX,Mexico,Provincial capital,5133917,1,"5,000,000 and greater",UN_Data_2010_2020,POINT (-11167236.97433247 2959130.696954391),Monterrey,1142952,2020,0,2237854,Presa Rodrigo Gomez,,,Inland perennial,MX,0.10609207975101108,0.00032657817390839013,34.50244997586858,2608450,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.2031776931637688,0.0009066988550025015,286.38727842361664,2,inland
239,MEX-CDZ,Coahuila,MX,Mexico,Provincial capital,997913,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-11242601.05477618 2927174.252937025),Saltillo,864431,2020,0,1313755,,,,Inland perennial,MX,0.015212397125028719,1.4027906677069535e-05,53.792782460563465,2608450,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.2031776931637688,0.0009066988550025015,357.7085488443027,3,inland
240,MEX-TML,Tamaulipas,MX,Mexico,Provincial capital,367051,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (-11036102.51533417 2721636.586433778),Ciudad Victoria,332100,2020,0,1313173,,,,Inland perennial,MX,0.024603108074991813,3.5793758474421725e-05,13.39452787231015,2802749,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.3778473598166261,0.0018739005250609968,155.57426735183938,4,inland
241,MEX-AGS,Aguascalientes,MX,Mexico,Provincial capital,1143729,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-11386871.11528053 2498083.587866356),Aguascalientes,863893,2020,0,2237839,Presa Niagara,,,Inland perennial,MX,0.13290487288983457,0.00019177289791984698,11.548649565943975,2572277,Pacific Ocean,,,Ocean or Sea,,1.1401068882845948,0.03145335112592715,326.7069819223828,3,inland
242,MEX-NYR,Nayarit,MX,Mexico,Provincial capital,507927,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-11677080.35827345 2452556.504696489),Tepic,371387,2020,0,1312660,,,,Inland perennial,MX,0.054000079865406815,9.638456939087472e-05,19.20280208175258,2572277,Pacific Ocean,,,Ocean or Sea,,1.1401068882845948,0.03145335112592715,32.95553929098916,4,inland
243,MEX-GNJ,Guanajuato,MX,Mexico,Provincial capital,198035,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-11272657.31661366 2394264.016724994),Guanajuato,70068,2020,0,1312499,,,,Inland perennial,MX,0.01408827209353152,1.1272211920367354e-05,5.4083204254425965,2804447,Pacific Ocean,,,Ocean or Sea,,0.4771785148604245,0.008680292033485897,368.2991445818625,6,inland
244,MEX-JLS,Jalisco,MX,Mexico,Provincial capital,5243178,1,"5,000,000 and greater",UN_Data_2010_2020,POINT (-11504201.7492265 2353048.639031717),Guadalajara,1385621,2020,0,1312448,,,,Inland perennial,MX,0.009407138441587477,3.756503917677845e-06,8.602628632470612,2708163,Pacific Ocean,,,Ocean or Sea,,0.8285244848276672,0.03526407526254257,210.29702973044803,2,inland
245,MEX-COL,Colima,MX,Mexico,Provincial capital,399105,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (-11547727.22696111 2184509.496785292),Colima,146965,2020,0,1311998,,,,Inland perennial,MX,0.04177557291645034,2.74930587299157e-05,19.278002946355983,2572294,Pacific Ocean,,,Ocean or Sea,,0.5016366841756641,0.009237838350374929,51.2479436997595,5,inland
246,MEX-TML,Tamaulipas,MX,Mexico,Other,980454,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-10891791.3747585 2540754.1506151),Tampico,297373,2020,0,2255851,,,,Inland perennial,MX,0.703305233078659,0.0008997315439483459,1.126548101943003,2608406,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.5272936630924736,0.010576595959327036,5.4511155604118064,4,coast
247,MEX-CMP,Campeche,MX,Mexico,Provincial capital,317424,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (-10077307.74245412 2255861.44675559),Campeche,249623,2020,0,2570520,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.6931789537471053,0.013749192827021313,0.2051660359580197,2570520,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.6931789537471053,0.013749192827021313,0.2051660359580197,5,coast
248,MEX-VLL,Veracruz,MX,Mexico,Provincial capital,0,0, , ,POINT (-10787192.57863967 2217789.301134778),Jalapa,443063,2020,0,1312063,,,,Inland perennial,MX,0.029865797762634046,2.9349566623691208e-05,14.253970995975468,2710237,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.470018572547144,0.00873245663050273,57.87214831736685,4,inland
249,MEX-TLX,Tlaxcala,MX,Mexico,Provincial capital,586707,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-10935692.56014124 2191468.078670926),Tlaxcala,3199530,2020,0,1312013,,,,Inland perennial,MX,0.03500990741638721,4.5072116894938856e-05,3.6346056998724836,2608250,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.6380367148022589,0.017378158362911376,193.25461720532252,2,inland
250,MEX-PUE,Puebla,MX,Mexico,Other,3179162,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-10930788.37332712 2160662.729651811),Puebla,1542232,2020,0,2237830,Presa Manuel Ávila Camacho,,,Inland perennial,MX,0.7956601270709011,0.002076797376228382,11.361971263414747,2608390,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.29403713949400434,0.003373958839648717,210.46243375446562,2,inland
251,MEX-TBS,Tabasco,MX,Mexico,Provincial capital,888867,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-10345699.13849303 2034739.227961029),Villahermosa,340060,2020,0,1311124,,,,Inland perennial,MX,0.01652153314971575,1.0245884537216772e-05,2.0656799331502844,2623763,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.6488643152902756,0.005813592052190315,53.62985890744799,4,inland
252,MEX-OAX,Oaxaca,MX,Mexico,Provincial capital,698811,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-10766153.18982694 1928043.628915857),Oaxaca,258913,2020,0,1310650,,,,Inland perennial,MX,0.00982268972286196,5.511674743619946e-06,7.105750596000517,2803516,Pacific Ocean,,,Ocean or Sea,,0.8918552350074385,0.030981713614835565,143.14261969120483,4,inland
253,MEX-CHP,Chiapas,MX,Mexico,Provincial capital,900234,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-10364845.98868224 1891044.906535898),Tuxtla Gutierrez,578830,2020,0,2203880,Chicoasén Reservoir,,,Inland perennial,MX,0.7005650827029178,0.0017414736473232908,6.832934483777768,2607865,Pacific Ocean,,,Ocean or Sea,,0.8642406882501785,0.017893641755207416,120.67289374818165,3,inland
254,MEX-VLL,Veracruz,MX,Mexico,Other,956463,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-10700363.03185988 2176729.184977246),Veracruz,537963,2020,0,2804469,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,1.1871571538470111,0.03883484046794444,0.0,2804469,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,1.1871571538470111,0.03883484046794444,0.0,3,coast
255,MEX-SLP,San Luis Potosi,MX,Mexico,Provincial capital,1226690,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-11241042.14896532 2529784.097890944),San Luis Potosi,845941,2020,0,1312832,,,,Inland perennial,MX,0.012523370657794302,1.0957055238871185e-05,2.8039825577026045,2802406,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.6122719661765622,0.019192583172442525,349.6126201476264,3,inland
256,MEX-QDA,Queretaro,MX,Mexico,Provincial capital,1478201,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-11175029.56912313 2342224.67571042),Queretaro,794789,2020,0,1312422,,,,Inland perennial,MX,0.030278539877269646,1.9007949282993784e-05,9.724133493764926,2509901,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.32985761056045054,0.003619456992000857,339.11872813603156,3,inland
257,MEX-HDL,Hidalgo,MX,Mexico,Provincial capital,608131,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-10993356.49050493 2287252.474876736),Pachuca,297848,2020,0,2202342,Bordo Estanzuela,,,Inland perennial,MX,0.021439611518443216,1.8260925580946273e-05,5.0286335137553015,2608422,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.6459457063887537,0.023438408062853598,186.85292585937628,4,inland
258,MEX-MDO,Michoacan,MX,Mexico,Provincial capital,967890,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-11263862.86546398 2237171.231292022),Morelia,743275,2020,0,2237745,Presa Cointzio,,,Inland perennial,MX,0.15798489000891738,0.000422269927464905,10.928291858766016,2804447,Pacific Ocean,,,Ocean or Sea,,0.4771785148604245,0.008680292033485897,221.0817710937952,3,inland
259,MEX-DTD,Distrito Federal,MX,Mexico,National and provincial capital,21942666,1,"5,000,000 and greater",UN_Data_2010_2020,POINT (-11034831.13317971 2205279.118866273),Mexico City,8843706,2020,1,1312052,,,,Inland perennial,MX,0.028881877049949232,4.9572039016097515e-05,14.490994013200694,2608422,Gulf of Mexico,Atlantic Ocean,,Ocean or Sea,,0.6459457063887537,0.023438408062853598,261.1907849334139,1,inland
260,MEX-MEX,Mexico,MX,Mexico,Provincial capital,2377828,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-11094846.48314333 2188283.551091852),Toluca,223876,2020,0,1312034,,,,Inland perennial,MX,0.014403677009416915,1.3808048987586745e-05,8.283659501707154,2664489,Pacific Ocean,,,Ocean or Sea,,1.0089022819538893,0.03779044680000881,273.36711128724744,5,inland
261,MEX-MRL,Morelos,MX,Mexico,Provincial capital,1059521,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-11045231.59406059 2145636.804649268),Cuernavaca,341029,2020,0,1311962,,,,Inland perennial,MX,0.01770154908779637,1.396994407919512e-05,17.955679264230593,2804461,Pacific Ocean,,,Ocean or Sea,,0.6500787634075692,0.014928523880644364,250.40896621219946,4,inland
262,MEX-GRR,Guerrero,MX,Mexico,Provincial capital,337254,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (-11076400.94161616 1985176.656322918),Chilpancingo De Los Bravo,225728,2020,0,2237778,Presa El Molino,,,Inland perennial,MX,0.04092558245234593,2.7177280890529065e-05,5.496289870352993,2804462,Pacific Ocean,,,Ocean or Sea,,1.3177085452008892,0.05860306084861359,90.59203586722337,5,inland
263,MEX-GRR,Guerrero,MX,Mexico,Other,919726,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-11124323.64492566 1917842.697138475),Acapulco,658609,2020,0,2219825,Laguna de Coyuca,,,Inland perennial,MX,0.2981337115731306,0.0025544417255104054,7.0179304963674065,2804461,Pacific Ocean,,,Ocean or Sea,,0.6500787634075692,0.014928523880644364,9.702919022236909,3,coast
264,GTM-AVR,Alta Verapaz,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10060164.64182597 1743541.68888753),Coban,212047,2018,0,2220642,Laguneta Chichoj,,,Inland perennial,GT,0.03261999860280826,2.9050961164290453e-05,16.20782857426308,2323877,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,1.137942496317195,0.04986839630528158,166.00704033135096,5,inland
265,GTM-HHT,Huehuetenango,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10182059.82434593 1725760.655851374),Huehuetenango,117818,2018,0,1271451,,,,Inland perennial,GT,0.014026027192911116,9.722215950313915e-06,53.526534598220714,2607892,Pacific Ocean,,,Ocean or Sea,,0.9809007217903235,0.027367947408580992,122.48800304268269,5,inland
266,GTM-QUI,Quiche,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10144912.29480135 1693038.494479669),Santa Cruz Del Quiche,78279,2018,0,1271451,,,,Inland perennial,GT,0.014026027192911116,9.722215950313915e-06,4.960555251821375,2505257,Estero Victoria,Pacific Ocean,,Ocean or Sea,,0.1384018139866652,0.00014545452126186223,117.70997844505081,6,inland
267,GTM-SMR,San Marcos,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10219129.20964715 1685282.187764651),San Marcos,47063,2018,0,1271450,,,,Inland perennial,GT,0.015237028712685322,1.7343907413826414e-05,25.780816358685854,2607899,Pacific Ocean,,,Ocean or Sea,,1.0440479966836043,0.048173875416265305,67.76465638133156,7,inland
268,GTM-TTN,Totonicapan,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10169926.11604199 1679290.811821624),Totonicapan,103952,2018,0,2218889,Lago de Atitlán,,,Inland perennial,GT,0.8339976156197886,0.010492520080764609,24.21062149285047,2607892,Pacific Ocean,,,Ocean or Sea,,0.9809007217903235,0.027367947408580992,92.35261328280076,5,inland
269,GTM-QZL,Quezaltenango,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10185733.70907693 1669995.560195588),Quezaltenango,180706,2018,0,1271450,,,,Inland perennial,GT,0.015237028712685322,1.7343907413826414e-05,17.902294952419794,2607892,Pacific Ocean,,,Ocean or Sea,,0.9809007217903235,0.027367947408580992,74.53554363333892,5,inland
270,GTM-SOL,Solola,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10150444.63827603 1663052.540828237),Solola,88612,2018,0,2218889,Lago de Atitlán,,,Inland perennial,GT,0.8339976156197886,0.010492520080764609,3.2405211634231414,2505257,Estero Victoria,Pacific Ocean,,Ocean or Sea,,0.1384018139866652,0.00014545452126186223,88.82338516338866,6,inland
271,GTM-RTL,Retalhuleu,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10205438.58506051 1635909.306622299),Retalhuleu,90505,2018,0,1271441,,,,Inland perennial,GT,0.02813777493943018,2.1728337869406748e-05,19.917090439516947,2607892,Pacific Ocean,,,Ocean or Sea,,0.9809007217903235,0.027367947408580992,37.6153382155703,6,inland
272,GTM-SCH,Suchitepequez,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10185773.77596266 1635577.06869944),Mazatenango,77431,2018,0,1271441,,,,Inland perennial,GT,0.02813777493943018,2.1728337869406748e-05,27.371249331853075,2505257,Estero Victoria,Pacific Ocean,,Ocean or Sea,,0.1384018139866652,0.00014545452126186223,49.23477085700145,6,inland
273,GTM-BVR,Baja Verapaz,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10053708.56781409 1701073.267212431),Salama,65275,2018,0,1271452,,,,Inland perennial,GT,0.6999842786806554,0.0006723447974968388,22.925953996708532,2614659,Pacific Ocean,,,Ocean or Sea,,0.506704168520649,0.006094080760664168,139.76312014841622,6,inland
274,GTM-EPR,El Progreso,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10020613.6149408 1671919.20999274),El Progreso,26174,2023,0,1271449,,,,Inland perennial,GT,0.027065588117935583,2.876751622156365e-05,20.75520428122653,2607940,Pacific Ocean,,,Ocean or Sea,,1.0223628788891652,0.059030319601480856,121.4345777843696,7,inland
275,GTM-CHM,Chimaltenango,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10110035.99582054 1650277.273054886),Chimaltenango,96985,2018,0,2218888,Lago de Amatitlán,,,Inland perennial,GT,0.31346597243911306,0.0012611097893383328,30.52325000403975,2607945,Pacific Ocean,,,Ocean or Sea,,0.8854187357059871,0.01070469495015058,84.24037934838037,6,inland
276,GTM-GTM,Guatemala,GT,Guatemala,National and provincial capital,1650000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (-10077185.51542567 1645215.772699171),Guatemala,923392,2018,1,2218888,Lago de Amatitlán,,,Inland perennial,GT,0.31346597243911306,0.0012611097893383328,15.968665404097674,2614659,Pacific Ocean,,,Ocean or Sea,,0.506704168520649,0.006094080760664168,80.69349261939277,3,inland
277,GTM-SCT,Sacatepequez,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10100384.94228617 1639313.692177865),Antigua Guatemala,46054,2018,0,2218888,Lago de Amatitlán,,,Inland perennial,GT,0.31346597243911306,0.0012611097893383328,16.21889157534205,2607945,Pacific Ocean,,,Ocean or Sea,,0.8854187357059871,0.01070469495015058,73.08361308637342,7,inland
278,GTM-ESC,Escuintla,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10105806.09324485 1609001.816038792),Escuintla,156313,2018,0,1271438,,,,Inland perennial,GT,0.014805489824081905,1.0820625727328626e-05,11.313715732370605,2607945,Pacific Ocean,,,Ocean or Sea,,0.8854187357059871,0.01070469495015058,42.89727385030873,5,inland
279,GTM-SRO,Santa Rosa,GT,Guatemala,Provincial capital,0,0, , ,POINT (-10051927.2217066 1606245.524468572),Cuilapa,41359,2018,0,2220012,Laguna El Pino,,,Inland perennial,GT,0.03963076140527609,5.418105628740071e-05,12.13632558619154,2607940,Pacific Ocean,,,Ocean or Sea,,1.0223628788891652,0.059030319601480856,48.9591623463865,7,inland
280,CUB-PDR,Pinar del Rio,CU,Cuba,Provincial capital,145412,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-9316105.846928844 2562629.004628174),Pinar Del Rio,144910,2022,0,1227061,,,,Inland perennial,CU,0.16811861196834496,0.00034668493731273523,4.379946320770334,2711108,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,1.0866249729468487,0.017583419331232475,24.956167504426933,5,inland
281,CUB-VCL,Villa Clara,CU,Cuba,Provincial capital,217205,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-8901774.255215675 2561303.528827543),Santa Clara,217907,2022,0,1227048,,,,Inland perennial,CU,0.017749097174583565,1.3999919920755568e-05,4.111779094658945,2710918,Atlantic Ocean,,,Ocean or Sea,,0.263604211776585,0.0036917910954102073,47.70059537489676,5,inland
282,CUB-CNF,Cienfuegos,CU,Cuba,Provincial capital,152040,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-8954984.84794296 2529543.951635572),Cienfuegos,153048,2022,0,2484193,Bahia de Cienfuegos,Caribbean Sea,Atlantic Ocean,Ocean or Sea,,0.8756812200227053,0.007565529477684302,0.622726103570089,2484193,Bahia de Cienfuegos,Caribbean Sea,Atlantic Ocean,Ocean or Sea,,0.8756812200227053,0.007565529477684302,0.622726103570089,5,coast
283,CUB-SSP,Sancti Spiritus,CU,Cuba,Provincial capital,108836,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-8843554.270164177 2503842.639473288),Sancti Spiritus,109110,2022,0,1226726,,,,Inland perennial,CU,0.022883448303884515,1.4310161139587917e-05,7.823117168552928,2711076,Atlantic Ocean,,,Ocean or Sea,,0.10135808649801063,9.683426074654786e-05,35.42058404179174,5,inland
